2001:2000:3080:1499::2, None, [1299], {1299, 12252}, 56.0
2001:1670:9::71, None, [28885], set(), nan
2001:668:0:2::1:5062, None, [3257], {3257}, 54.0
195.2.31.14, 1273, [1273], {1273}, 247.0
2001:5a0:1000:500::4d, None, [6453], {6453}, 59.947136563876654
14.1.54.37, 45177, [45177], {45177, 1299}, 247.0
2001:1a10:0:bb:8781::23, None, [8781], set(), nan
2003:0:130d:8007::2, None, [3320], {3320, 0, 12880}, 49.0
66.110.56.5, 6453, [6453], {0, 6453}, 242.72365805168985
2001:2000:3080:13e7::1, None, [1299], {2497, 1299, 15133}, 62.0
52.95.31.59, 38895, [16509], {16509}, 241.0
2a01:578:0:9006::2, None, [16509], {16509, 38895}, 47.0
2001:2000:3080:14f3::2, None, [1299], {2107, 1299}, 54.0
10.0.240.145, None, [0], set(), nan
185.146.230.62, None, [50629], {2914, 50629}, 237.98958333333334
156.51.155.252, None, [201869], {201869}, 242.0
240e:0:a::c9:2318, None, [4134], {4134}, 53.0
2001:1498:1::100:145, None, [12956], {12956}, 51.0
12.122.156.226, 7018, [7018], {7018}, 236.0
200.230.231.74, 4230, [4230], {4230}, 235.0
203.113.61.241, 38040, [23969], {23969}, 248.0
202.47.216.101, None, [4637], {2497, 4637}, 247.03960396039605
2001:240:bb00:9062::96, None, [2497], {2497}, 59.0
2001:12e8:2:11::3, None, [16397], {263445, 16397}, 41.0
2c0f:f948:1::1, None, [37582], {2497, 327796, 37582}, 63.0
2001:550:0:1000::9a36:2c8a, None, [174], {2914, 199524, 174}, 56.0
45.205.253.138, None, [37353], {37353, 1299}, 115.0
155.12.0.149, 37084, [37084], {37084, 6453}, 242.0
80.91.252.101, 1299, [1299], {1299}, 246.0
2600:7400:1200::6d, None, [29933], {6939, 29933}, 50.0
112.76.17.130, 9316, [9316], {3786, 9316}, 240.0
12.122.117.5, 7018, [7018], {7018}, 244.0
62.155.243.89, None, [3320], set(), nan
78.154.153.157, 5518, [5518], {1299, 5518}, 242.0
119.156.25.62, None, [17557], {2914, 17557}, 242.0
2607:f380::118:9a40:b431, None, [2152], {2152, 2153, 6939}, 59.0
87.226.221.109, None, [12389], {2497, 42610, 12389}, 250.23006134969324
185.240.251.34, None, [39384], {39384, 6939}, 245.0
221.240.51.33, None, [17506], set(), nan
27.68.235.106, 7552, [7552], {7552}, 240.0
2001:13b4:4000:4::16, None, [3549], {2497, 28186, 3549}, 52.0
61.203.193.73, None, [7679], {2497, 7679}, 249.0
94.102.164.115, None, [6774], {-437, 6774, 30999}, 245.0
177.23.200.241, None, [52937], {0, 52937}, 243.0
203.192.196.102, None, [17665], {17665, 9498}, 237.0
2408:8000:2:7a5::1, None, [4837], {4837}, 54.0
163.53.75.170, None, [132957], {132957, 133255}, 47.0
67.218.60.114, None, [23657], {23657}, 236.0
186.182.81.66, None, [19037], {27768, 19037}, 241.35416666666666
195.219.194.5, 6453, [6453], {6453}, 237.34998685248488
2001:450:2001:1000:0:670:1616:9026, None, [3549], {3356, 3549}, 55.5
2606:2800:4010:c::1, None, [15133], set(), nan
2001:470:0:1a8::2, None, [6939], {6939}, 57.0
2001:638:c:c028::2, None, [680], {680, 3356}, 52.0
101.95.219.134, None, [4812], {4812}, 244.0
58.138.89.242, None, [2497], {2497}, 247.375
4.59.232.138, 54527, [3356], {3356}, 243.0
2407:4a00::9, None, [56055], {56055}, 51.0
221.183.23.37, 9808, [9808], {9808}, 242.0
58.138.88.125, 2497, [2497], {2497}, 247.0
66.110.59.1, 6453, [6453], {6453}, 242.76775738228253
2a00:1a80:ff:fffe::7, None, [33920], {33920, 3356}, 56.0
2604:d600:ff0c:123::1, None, [32098], {3257, 32098}, 56.0
202.12.30.181, 2515, [2515], {-390, 2515}, 243.0
2607:fad0:31:1000::20, None, [32244], {6939, 32244}, 57.0
209.85.143.246, None, [15169], {15169}, 243.33333333333334
186.248.106.53, None, [23106], {264144, 23106}, 230.0
2a03:1b20:3:fe02::2, None, [39351], {39351}, 50.0
58.138.80.121, None, [2497], {2497, -235}, 250.6
151.248.98.146, 42961, [59605], {59605}, 245.0
112.174.84.181, 4766, [4766], {4766}, 247.0
196.36.50.154, 3741, [3741], {3741}, 245.0
2400:dd00:0:40::195, None, [7497], {7497, 3491}, 52.25
195.89.97.146, 37148, [1273], {1273}, 245.0
157.17.146.110, None, [0], {0, 2497, 9371}, 53.0
61.237.123.69, 9394, [9394], {9394}, 238.0
4.59.242.74, 262206, [3356], {2497, 3356, 262206}, 244.0
82.178.159.6, 8529, [8529], {8529, 28885}, 246.05729166666666
154.95.113.73, None, [40676], {40676}, 240.0
2001:648:1::2, None, [5408], {5408}, 51.0
198.32.176.24, 2497, [-262], {2497, -262, 12322, 7575}, 249.73529411764707
2001:668:0:2:ffff:0:5995:8125, None, [3257], {3257}, 52.98823529411764
217.239.47.134, 3320, [3320], {3320, 2497}, 249.41666666666666
2001:798:cc:1001:2c01::2, None, [20965], {1299, 20965}, 53.0
192.240.191.167, None, [36444], {36444, 3356}, 245.0
2001:506:6000:11b:71:156:215:77, None, [0], set(), nan
2607:fad8:0:1:0:1:1e:61, None, [22652], {22652, 6453}, 51.0
149.6.154.170, 174, [174], {174}, 243.0
2001:268:fa01:3111::1, None, [2516], set(), nan
2400:dd00:1:3011::1, None, [7497], {7497}, 53.0
200.107.235.6, None, [27932], {1299, 27932}, 244.0
1.208.0.34, 3786, [3786], {3786}, 243.0
2400:5200:1800:28::2, None, [55410], {1273, 55410}, 49.666666666666664
220.128.4.9, None, [3462], {3462}, 247.0
201.33.172.105, None, [53181], {53181}, 240.0
2620:0:1cff:dead:beef::1d07, None, [32934], {32934}, 53.0
2401:2400:0:2::139, None, [38496], {38496, 6939}, 56.0
213.140.50.255, 27843, [12956], {12956}, 239.0
2804:21d8::12, None, [264577], {264577, 28165}, 46.0
54.239.53.153, 38895, [16509], {-389, 16509}, 239.0
2001:728:0:2000::206, None, [2914], {2914}, 55.0
2001:240:bb00:a002::7d, None, [2497], {2497, -574}, 60.577235772357724
52.95.31.15, 38895, [16509], {16509}, 238.0
223.120.2.142, None, [58453], {9808, 2497, 58453}, 245.0
2400:cb00:12:2::1, None, [13335], {-252, 13335}, 54.0
154.54.61.22, None, [174], {174}, 239.0
213.198.52.14, None, [2914], {2914, 20647}, 244.0
66.163.75.89, 1299, [6327], {2497, -237, 6327}, 249.0
58.138.88.182, 2497, [2497], {2497, 7018, -237}, 247.66666666666666
213.144.160.114, 6762, [6762], {6762}, 239.0
2003:fd:bf00:ae00:e228:6dff:fe69:5bc2, None, [3320], set(), nan
212.188.28.214, 8359, [8359], {8359}, 232.27906976744185
2600:802:f3f::2, None, [701], {701, 6167}, 55.0
129.250.8.218, 3356, [2914], {2914, 12956}, 247.0
84.116.202.230, 6830, [6830], {6830}, 246.0
89.149.131.222, 4436, [3257], {3257}, 243.0
2605:bc00:0:114::10, None, [46309], {46309}, 52.0
2603:1060:2:12::f082, None, [8075], {8075}, 50.0
2620:0:1cff:dead:beef::24bc, None, [32934], {32934}, 53.0
2403:0:800::da, None, [4755], {4755, 45117}, 149.5
219.141.135.173, 4847, [4847], {4134, 4847}, 243.0
195.16.162.245, None, [3356], {0, 3356}, 245.0
2001:5000:0:239::2, None, [1273], {1273, 12713, 8468}, 58.0
2403:e800:ff00:110::57, None, [4637], {2497, 4637}, 53.95575221238938
52.94.83.147, 16509, [16509], {16509}, 238.0
69.79.100.1, None, [23520], {23520, 6830}, 233.0
91.191.43.117, 35567, [35567], {35567}, 236.0
193.171.13.250, 1853, [1853], {3356, 1853}, 54.0
58.138.99.161, 2497, [2497], {2497}, 249.00346620450605
62.115.136.201, 1299, [1299], {1299}, 247.75
85.95.26.113, 15412, [15412], {-390, 15412}, 241.0
212.200.7.73, 8400, [8400], {8400}, 242.0
2001:418:0:2000::1b5, None, [2914], {2914}, 54.0
2001:218:2000:5000::3c2, None, [2914], {2914, 13901}, 57.0
200.244.68.11, None, [4230], {4230}, 49.0
200.16.71.34, 27855, [52320], {52320}, 243.0
2404:9200:226:4::1, None, [2516], {2497, 2516}, 60.0
2800:a2:0:1::5, None, [6057], {6057, 2914}, 51.0
200.244.68.28, None, [4230], {4230}, 242.0
2001:12f0:0:fd::6a, None, [1916], {6939, 1916}, 47.0
212.188.29.137, None, [8359], {2497, 8359}, 233.30188679245282
202.97.97.65, None, [4134], {0, 2497, 4134}, 245.0
2001:668:0:2:ffff:0:d5fe:e79d, None, [3257], {3257}, 53.05263157894737
2001:550:0:1000::9a36:5552, None, [174], {174}, 49.0
2001:610:f00:4040::41, None, [1103], {1103}, 51.0
90.208.114.198, None, [5607], set(), nan
210.138.32.93, None, [2497], {2497, 63773}, 249.0
::ffff:202.84.219.13, None, [0], {0, 2497, 4637}, 77.47018348623853
210.173.176.106, None, [-390], {2497, -390, 6939}, 59.09351107625956
2003:0:130b:4001::1, None, [3320], {3320, 2497, 6799}, 59.0
14.0.9.77, None, [55391], {2497, 55391}, 253.51240208877286
137.164.23.43, None, [2152], {2152, 195}, 244.86486486486487
2a02:27b0:2004::1, None, [9146], set(), nan
221.176.21.181, 9808, [9808], {9808}, 240.0
37.26.215.93, None, [57660], {57660, 3356}, 241.0
2a01:a8:201:9::1, None, [39122], {39122}, 53.0
216.66.80.50, 33922, [6939], {6939}, 240.0
2001:504:0:1::6830:1, None, [-252], {2497, -252, 6830}, 59.13673469387755
185.84.16.30, 9121, [2914], {9121, 2914}, 51.0
2a01:578:0:12::28, None, [16509], {2497, -437, 16509}, 54.97872340425532
2003:0:1309:400b::2, None, [3320], {3320, 5603}, 56.98969072164948
116.51.17.26, 2914, [2914], {199610, 2914}, 245.0
217.0.198.18, None, [3320], {3320, 2497}, 240.0
2001:728:0:2000::24a, None, [2914], {2914, 28725}, 52.0
158.64.16.241, 2602, [2602], {2602, 3356}, 245.0
156.235.95.58, None, [134705], {134705, 4766}, 115.0
2a02:4c00:0:4014::2, None, [12676], {12676}, 49.0
61.122.127.209, 17506, [17506], {2497, 17506}, 248.75179856115108
2001:2000:3080:38e::1, None, [1299], set(), nan
66.163.66.85, 6327, [6327], {6327}, 50.0
2a01:2b0:0:51::137, None, [12552], {12552}, 47.0
2001:470:0:314::2, None, [6939], {6939, 48821}, 53.0
178.16.60.133, None, [15817], {3320, 15817}, 247.0
202.97.48.170, 4134, [4134], {4134}, 245.0
240e:0:a::d2:2282, None, [4134], {4134}, 52.0
240e:c2:1800:8::1, None, [63835], {63835}, 45.0
2001:13b4:4000:2::2a, None, [3549], {14840, 2497, 3549, 0}, 52.666666666666664
203.208.183.250, None, [7473], {7473, 2497}, 247.0
2001:668:0:3:ffff:2:0:ae2, None, [3257], {3257, 46887}, 52.02040816326531
2001:cb0:2102:2:e::2, None, [10026], {63949, 10026, 4637}, 53.93333333333333
91.183.246.108, None, [5432], set(), nan
4.69.148.154, None, [3356], {2497, 3356, 1853}, 243.67128027681662
213.59.212.113, 12389, [12389], {48276, 12389}, 245.63917525773195
58.138.80.122, None, [2497], {2497, -235, 3320, 701, 286}, 242.08403361344537
2804:a8:2:88::c6, None, [4230], {28573, 4230}, 49.0
2001:668:0:3::1000:10e2, None, [3257], {3257}, 47.0
2001:218:4000:5000::3a2, None, [2914], {2914, 36236}, 55.0
2620:0:1cff:dead:beef::9b0, None, [32934], {32934}, 53.416666666666664
94.142.98.219, 12956, [12956], {12956}, 245.0
2003:e1:bf17:6300:cece:1eff:feaa:c332, None, [3320], set(), nan
198.71.47.75, None, [11164], {2152, 2497, -262, 11164}, 248.03061224489795
2001:668:0:2:ffff:0:8d88:69f1, None, [3257], {3257, 20473}, 53.0
2a03:1b20:1:fe02::2, None, [39351], {39351}, 48.0
77.109.128.101, 13030, [13030], set(), nan
103.75.24.34, 23947, [23947], {2497, 23947}, 249.0
2804:a8:2:a8::b19, None, [4230], {4230}, 48.833333333333336
2001:470:0:3f5::1, None, [6939], {6939}, 56.0
129.250.5.83, 9121, [2914], {2914}, 245.0
195.2.16.134, None, [1273], {1273}, 246.0
217.107.67.9, 12389, [12389], set(), nan
2800:190:ffff:ffff::11, None, [19037], {3257, 19037}, 48.0
2001:240:bb40:34::2, None, [2497], {2497, 1299}, 58.16474966170501
89.149.182.165, 4436, [3257], {3257}, 248.0
221.176.18.113, 9808, [9808], {9808}, 242.0
2001:668:0:3:ffff:0:2e21:4e3a, None, [3257], {3257, 37468}, 54.0
185.2.64.76, 39122, [39122], {39122}, 52.0
2a05:3400:100:1::180, None, [200675], {200675}, 50.0
64.125.29.43, 6461, [6461], {6461}, 243.16666666666666
80.91.247.109, 1299, [1299], {1299}, 246.0
95.167.94.227, 12389, [12389], {12389}, 246.0
62.115.119.230, 1299, [1299], set(), nan
203.165.19.218, 9824, [9824], set(), nan
201.151.27.254, 11172, [11172], {11172}, 242.0
2001:218:0:2000::96, None, [2914], {2914}, 54.857142857142854
1.255.72.227, 23563, [9318], {9318}, 246.0
2001:240:bb01:9b::7d, None, [2497], {2497, 2516}, 58.0
2003:0:8500:a800::1, None, [3320], {3320, 2497}, 63.0
61.25.0.206, None, [9824], {9824, 2497, 23805}, 243.0
4.69.203.102, 3356, [3356], {2497, 3356}, 56.977653631284916
72.14.239.126, None, [15169], {15169}, 241.94444444444446
184.104.193.114, None, [6939], {6939}, 54.0
93.85.80.53, 6697, [6697], {6697}, 244.0
2001:1620:1000::39d, None, [13030], {13030}, 54.0
129.122.63.5, None, [327947], {30986, 327947}, 240.0
62.72.137.182, 5413, [5413], {1299, 5413}, 246.0
2001:4488:0:88:0:100:a190:7e, None, [17974], {17974}, 52.0
2a01:6600:10:28::1, None, [39405], {39405}, 46.0
58.138.88.189, 2497, [2497], {2497, 2914}, 248.5
210.134.11.1, 2516, [24295], {24295}, 243.0
2a01:c50f:dc80:0:d663:feff:fe09:7ffa, None, [12479], {12479}, 114.0
154.54.87.106, None, [174], {174}, 243.0
2001:2000:3080:db::1, None, [1299], set(), nan
141.136.106.165, None, [3257], {3257}, 246.0
2a00:1ca0:0:16::1, None, [21413], set(), nan
129.250.3.124, 2914, [2914], {2914}, 247.6976241900648
208.116.217.102, None, [3257], {52320, 3257}, 245.00479616306956
193.188.128.129, 12812, [12812], {39010, 12812}, 231.02083333333334
58.138.105.182, None, [2497], {2497, 9318, 4766}, 248.04273504273505
2001:1291:0:168::a, None, [16735], {14868, 16735}, 49.0
240e:0:a::c9:5b48, None, [4134], {4134}, 241.0
2403:e800:705:101::2, None, [4637], {17709, 4637}, 55.0
2001:240:bb00:a02b::7e, None, [2497], {2497, -574, 3356}, 60.0
129.143.60.77, 553, [553], {553}, 244.0
81.31.8.5, 8928, [8928], set(), nan
145.254.3.180, None, [3209], {3209, 31334}, 241.0
2607:f438:0:1:69:79:100:1, None, [23520], {23520, 1299}, 52.0
129.250.4.150, 2914, [2914], {2914}, 245.33333333333334
212.200.7.75, 8400, [8400], {8400}, 244.5
184.104.192.150, None, [6939], {6939}, 57.94897959183673
2001:550:0:1000::8275:25e, None, [174], {174}, 50.0
2001:49d0:2000:3004::1, None, [2495], {2495}, 55.0
2001:240:bb00:a033::7b, None, [2497], {2497, 7018, 701}, 56.0
2a01:280:108:4000::9, None, [199150], {199150}, 52.0
54.240.229.143, 16509, [16509], {-264, 16509}, 237.0
130.117.0.70, 174, [174], {174}, 242.9009900990099
2a03:7400:1100:60::2, None, [39642], {39642}, 41.916666666666664
2003:cd:ef02:5100:e228:6dff:fe68:5a74, None, [3320], set(), nan
2001:550:0:1000::9a36:5142, None, [174], {174}, 58.0
45.62.200.223, None, [31798], {6939, 31798}, 55.55172413793103
195.81.49.34, 41313, [8928], {8928, 3257, 41313}, 240.0
2400:8800:5f08:25::1, None, [3491], {3491}, 56.0
2402:9900:d11:f002::2, None, [27435], {2914, 27435}, 53.0
219.158.110.162, 4837, [4837], {4837}, 239.0
2001:268:fa02:155::2, None, [2516], set(), nan
2001:5a0:600:500::2, None, [6453], {2497, 6453}, 62.0
170.238.233.38, None, [37468], {61568, 37468}, 244.66666666666666
58.138.80.241, None, [2497], {2497, 8966, 6453, -330, 4637}, 248.9983948635634
212.73.250.254, 12552, [3356], {12552, 2497, 3356}, 241.0
62.219.189.213, 8551, [8551], {6453, 8551}, 245.0
103.198.140.88, None, [64049], {64049, 3491}, 248.0
203.140.81.214, 17511, [17511], {17511}, 243.0
67.14.136.58, 209, [0], {0, 3356}, 243.0
2607:f438:0:1:69:79:100:5, None, [23520], {23520, 1299}, 54.5
2600:4:2000::47, None, [1239], {1239}, 51.0
144.232.15.121, 1239, [1239], {262589, 1239}, 241.33333333333334
2003:e6:f0d:b506:5625:eaff:fea5:4761, None, [3320], set(), nan
69.174.22.86, None, [3257], {3257, 40676}, 247.0
213.39.84.58, 1299, [8928], {8928, 3257, 43289}, 245.0
2001:5012:100:5::2, None, [1273], {3216, 1273}, 54.1995841995842
2a02:2d8:0:b006:232a::1, None, [9002], {9002, 198068}, 57.0
176.52.251.40, 12956, [12956], {12956}, 239.0
195.22.192.191, 6762, [6762], {6762}, 241.96875
87.226.133.15, None, [12389], set(), nan
2001:1478:15:c::2, None, [8928], {8928, 3257, 196670}, 48.0
87.245.247.137, None, [9002], set(), nan
2001:628:2005:1::1, None, [1853], {3356, 1853}, 56.0
2001:1900:5:2:2::1e6, None, [3356], {3356, 8767}, 57.0
2001:1890:ff:ffff:12:122:2:129, None, [7018], {7018}, 49.0
69.80.96.38, 39886, [22363], {22363, 6461}, 243.0
216.66.78.90, 32097, [6939], {6939}, 56.0
4.68.70.145, None, [3356], {2497, 209, 3356, 3549}, 246.7281399046105
58.138.99.166, 2497, [2497], {2497}, 250.11627906976744
2001:4860::c:4000:d85a, None, [15169], {15169}, 49.0
2003:0:1307:4009::1, None, [3320], {3320, 2497, 5391}, 62.0
2001:e47:0:cc::2, None, [9370], {2497, 9370}, 58.0
2001:1580:0:120c::1, None, [9158], {9158, 2119}, 55.0
219.251.181.49, 9848, [9318], {9848, 9318}, 242.57142857142858
2620:0:1cff:dead:beef::14f2, None, [32934], {32934}, 51.31578947368421
2001:12f0:0:fc::51, None, [1916], {1916}, 52.0
2404:6980:43:a01::2, None, [135150], {24245, 135150}, 53.0
216.66.90.78, 24785, [6939], {24785, 6939}, 246.73056994818654
2001:470:11:57::2, None, [6939], {62000, 6939}, 51.0
203.118.15.134, 4657, [4657], {4657, 2497}, 251.0
84.116.130.242, 6830, [6830], {5089, 6830}, 246.0
220.101.114.186, 9723, [7474], {7474}, 243.0
2001:252:0:103::2, None, [23911], set(), nan
2001:4998:f002:26::1, None, [10310], {10310}, 56.5
180.151.54.25, 10029, [10029], {10029}, 239.0
185.38.150.227, None, [25369], {25369}, 245.0
61.211.190.65, None, [10010], {2497, 10010}, 251.0
2001:668:0:3::f000:c2, None, [3257], {3257, 12578}, 51.526881720430104
2001:240:bb50:1018::edfa, None, [2497], {2497, 18126}, 60.0
129.143.57.2, 553, [553], {553, 3356}, 245.0
2620:0:1cff:dead:beef::195b, None, [32934], {32934}, 51.473684210526315
65.49.89.58, None, [6939], {6939, 15102}, 250.0
66.163.76.22, 6327, [6327], {6327}, 242.0
2804:43f8:0:1:2::9, None, [267613], {267613}, 49.0
2804:4c0:ffff:fdb0::2, None, [3549], {18547, 3549}, 47.0
203.180.58.220, None, [2497], {0, 2497}, 254.0
2400:dd00:1:3006::1, None, [7497], {7497}, 51.0
